timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr
4.146444231,20,52.824358369625415,14,1,1.0,1.0
4.229104767,21,50.42952433185634,14,1,1.0,1.0
4.246444231,21,54.8444886343068,14,1,1.0,1.0
4.329104767,22,52.767483375635365,14,1,1.0,1.0
4.346444231,22,48.36084353350964,14,1,1.0,1.0
4.429104767,23,54.37416485902119,14,1,1.0,1.0
4.446444231,23,53.0275414274865,14,1,1.0,1.0
4.529104767,24,48.835250260914464,14,1,1.0,1.0
4.546444231,24,54.174989344839176,14,1,1.0,1.0
4.629104767,25,52.93491531917641,14,1,1.0,1.0
4.646444231,25,50.67210217947622,14,1,1.0,1.0
4.729104767,26,54.67494483697663,14,1,1.0,1.0
4.746444231,26,51.49819323160057,14,1,1.0,1.0
4.829104767,27,50.21764805632849,14,1,1.0,1.0
4.846444231,27,55.34920502921396,14,1,1.0,1.0
4.929104767,28,52.9330607599849,14,1,1.0,1.0
4.946444231,28,52.9330607599849,14,1,1.0,1.0
5.029104767,29,53.994647245489375,14,1,1.0,1.0
5.046444231,29,53.994647245489375,14,1,1.0,1.0
5.129104767,30,48.885201828054036,14,1,1.0,1.0
5.146444231,30,48.885201828054036,14,1,1.0,1.0
5.229104767,31,54.618763779805235,14,1,1.0,1.0
5.246444231,31,54.618763779805235,14,1,1.0,1.0
5.329104767,32,51.84391009905763,14,1,1.0,1.0
5.346444231,32,51.84391009905763,14,1,1.0,1.0
5.429104767,33,51.351421725470985,14,1,1.0,1.0
5.446444231,33,51.351421725470985,14,1,1.0,1.0
5.529104767,34,52.42654526336377,14,1,1.0,1.0
5.546444231,34,52.42654526336377,14,1,1.0,1.0
5.629104767,35,54.030971137156946,14,1,1.0,1.0
5.646444231,35,54.030971137156946,14,1,1.0,1.0
5.729104767,36,50.987832073770996,14,1,1.0,1.0
5.746444231,36,50.987832073770996,14,1,1.0,1.0
5.829104767,37,52.3730347927339,14,1,1.0,1.0
5.846444231,37,52.3730347927339,14,1,1.0,1.0
5.929104767,38,52.226306029478394,14,1,1.0,1.0
5.946444231,38,51.774954043196324,14,1,1.0,1.0
6.029104767,39,52.70564037318565,14,1,1.0,1.0
6.046444231,39,53.45536630184416,14,1,1.0,1.0
6.129104767,40,49.91336026886836,14,1,1.0,1.0
6.146444231,40,52.315823859283164,14,1,1.0,1.0
6.229104767,41,53.319739367174435,14,1,1.0,1.0
6.246444231,41,51.514934610386796,14,1,1.0,1.0
6.329104767,42,53.44166226656088,14,1,1.0,1.0
